name,fclass,geometry
Kayojo Primary School,school,POINT (30.0805656 -0.5330358)
Kebitoma Primary School,school,POINT (30.0624616 -0.5318157)
Kibingo Primary School,school,POINT (30.1437526 -0.620113)
Kibuga Primary School,school,POINT (30.0626078 -0.6619518)
Kihunje Primary School,school,POINT (30.0760718 -0.5284508)
Kinyimi Primary School,school,POINT (30.1232949 -0.6621875)
Kirembe High Secondary School,school,POINT (30.0686164 -0.5918609)
Kirembe Little Stars,school,POINT (30.0711794 -0.5961882)
Kirembe Primary School,school,POINT (30.0708403 -0.592896)
Kirera Primary School,school,POINT (30.0875997 -0.6552577)
Kishenyi Primary School,school,POINT (30.2240847 -0.6346277)
Kitabi Demonstration Primary School,school,POINT (30.1478236 -0.6069877)
Kitabi Girls Primary School,school,POINT (30.1470657 -0.6002762)
Kitabi Seminary School,school,POINT (30.1578241 -0.6041255)
Kitabi Teachers College,college,POINT (30.1489477 -0.6030722)
Kitagata Central Primary School,school,POINT (30.1583345 -0.6731151)
Kitagata Farm Vocational School,school,POINT (30.2064275 -0.6926175)
Kitagata Secondary School,school,POINT (30.1562221 -0.6757757)
Kitagata Town School,school,POINT (30.1524677 -0.6732633)
Kituntu Infant School,kindergarten,POINT (30.1938248 -0.6887679)
Kiyaga Primary School,school,POINT (30.1687271 -0.6165112)
Kyabigo Primary School,school,POINT (30.1888617 -0.6822277)
Kyamabona Primary School,school,POINT (30.1354822 -0.5570688)
Kyamugabo Nursery School,kindergarten,POINT (30.154069 -0.6325409)
Kyamushongora Primary School,school,POINT (30.1271331 -0.6114481)
Kyanyakatura Central Primary School,school,POINT (30.1011339 -0.5402965)
Kyarugome Primary School,school,POINT (30.2076835 -0.6541228)
Kyeibamba High School,school,POINT (30.1937751 -0.6490628)
Kyeibamba Integrated Primary School,school,POINT (30.1947977 -0.6492522)
Kyeibare Girls Secondary School,school,POINT (30.0687145 -0.6698434)
Kyeitembe Boarding Primary School,school,POINT (30.1778736 -0.5462389)
Kyeitembe Technical School,school,POINT (30.1762315 -0.5457317)
Kyempisi Primary School,school,POINT (30.1474798 -0.5349638)
Kyobukyera Nursery School,kindergarten,POINT (30.0702833 -0.6809014)
Light Progressive Nursery School,kindergarten,POINT (30.2259855 -0.5817241)
Light Secondary School,school,POINT (30.0970125 -0.5410452)
Little Stars Primary School,school,POINT (30.1271954 -0.5360098)
Mahwizi Primary School,school,POINT (30.0772504 -0.6967168)
Mboneko Primary School,school,POINT (30.086493 -0.6194737)
Mishenyi Primary School,school,POINT (30.2245075 -0.6824591)
Mitooma Vocational Secondary School,school,POINT (30.081859 -0.6133028)
,kindergarten,POINT (30.1530948 -0.574853)
Muginda Leads Primary School,school,POINT (30.2137419 -0.5864116)
Muhito Primary School,school,POINT (30.1398043 -0.6815295)
Mutara Parents' School,school,POINT (30.093514 -0.6890113)
Nkanga Primary School,school,POINT (30.1012242 -0.5829553)
Ntungamo Primary School,school,POINT (30.2312323 -0.5480551)
Numba Cope School,school,POINT (30.1989102 -0.6166997)
Numba Pentacostal Nursery School,kindergarten,POINT (30.1985984 -0.6160361)
Numba Primary School,school,POINT (30.2032494 -0.6222701)
Nyabitote Primary School,school,POINT (30.0923783 -0.5556459)
Nyabubare Primary Boarding School,school,POINT (30.0903134 -0.5388904)
Nyabubare Primary School,school,POINT (30.205663 -0.6318939)
Nyabubare Secondary School,school,POINT (30.079217 -0.5362576)
Nyakabirizi Parents' Primary School,school,POINT (30.1856402 -0.6327973)
Nyakahembe Nursery School,kindergarten,POINT (30.2229758 -0.6202978)
Nyakahita Muhirwa Vocational Secondary School,school,POINT (30.0981694 -0.6255205)
Nyakahita Primary School,school,POINT (30.1025859 -0.6267084)
Nyakanyinya Primary School,school,POINT (30.1686806 -0.6589283)
Nyakasonjwa Nursery School,kindergarten,POINT (30.0930116 -0.5596374)
Nyakatooma Primary School,school,POINT (30.0677429 -0.5590342)
Nyamitooma Primary School,school,POINT (30.2240499 -0.609221)
Nyanzi Primary School,school,POINT (30.1731077 -0.6113117)
Nyarushinya Primary School,school,POINT (30.1792062 -0.68266)
Nyarutooma Primary School,school,POINT (30.1886307 -0.653378)
Nyarutuntu Madarasat Moslem Primary School,school,POINT (30.1095474 -0.5434195)
Nyaruzinga Primary School,school,POINT (30.1660174 -0.6988804)
Nyaruzinga Primary School,school,POINT (30.0650523 -0.5733938)
Nyaruzinga Primary School,school,POINT (30.1866468 -0.6246651)
Omukasai Nursery School,kindergarten,POINT (30.1368413 -0.63093)
Parent Care Nursery School,kindergarten,POINT (30.1875744 -0.5385725)
Patience Primary School,school,POINT (30.1320803 -0.5851814)
Pearl Academy,school,POINT (30.1591975 -0.5412555)
Premier Preparatory School,kindergarten,POINT (30.1652244 -0.5537116)
Primary School,school,POINT (30.2236133 -0.6943772)
Prime Junior School,school,POINT (30.1363788 -0.5500533)
Rubaare Junior Primary School,school,POINT (30.0970232 -0.627698)
Rugaga Primary School,school,POINT (30.0879051 -0.536586)
Ruharo Primary School,school,POINT (30.1571796 -0.5618173)
Rukararwe Primary School,school,POINT (30.0897019 -0.6348241)
Rukindo Primary School,school,POINT (30.1556243 -0.5426824)
Rurama Primary School,school,POINT (30.0728651 -0.5647869)
Rushambya Primary School,school,POINT (30.0796729 -0.6665753)
Rutaka Primary School,school,POINT (30.0781752 -0.5989856)
Ruyanja Integrated Primary School,school,POINT (30.230256 -0.6076294)
Ruyonza School,school,POINT (30.225934 -0.5406857)
Rwagashani Primary School,school,POINT (30.0762763 -0.6286337)
Rwakashoma Primary School,school,POINT (30.1236206 -0.5297472)
Rwemigango Primary School,school,POINT (30.0765644 -0.6446073)
Rwemihingo Primary School,school,POINT (30.1517984 -0.6929848)
Rwemiyonga Primary School,school,POINT (30.223519 -0.585161)
Rwenkogote Nursery School,kindergarten,POINT (30.210032 -0.6029808)
Stagnes Girls School,school,POINT (30.1636047 -0.5411525)
Saint Cecilia Senior Secondary School,school,POINT (30.1459297 -0.6001449)
Saint Charles Lwanga High School,school,POINT (30.2240692 -0.6361531)
Saint Charles Lwanga Senior Secondary School,school,POINT (30.1506693 -0.6076504)
Saint Jude Technical School,school,POINT (30.1473675 -0.6014173)
Saint Kagwa Primary School,school,POINT (30.1674873 -0.542812)
Saint Mark Primary School,school,POINT (30.0928643 -0.6606917)
Saint Noah Primary School Mutara,school,POINT (30.0934739 -0.6866765)
Saint Noah Secondary School Mutara,school,POINT (30.0928583 -0.6877988)
Saint Peter Junior School,school,POINT (30.1031421 -0.5992524)
Sazinga Primary School,school,POINT (30.1178205 -0.6428934)
Trinity Secondary School,school,POINT (30.1752244 -0.5408483)
Tutor Coordinating Centre,school,POINT (30.0995051 -0.6863159)
Votessa II Vocational Institute,school,POINT (30.0680046 -0.6827305)
Wilana High School,school,POINT (30.1687736 -0.6911525)
Abuga Primary School,school,POINT (32.2391408 2.7503416)
Abwoch Primary School,school,POINT (32.2825843 2.7086606)
Airfield Junior Nursery School,kindergarten,POINT (32.2711374 2.780498)
Alliance High School,school,POINT (32.3158394 2.7559195)
Alliance Secondary School,school,POINT (32.304324 2.7677124)
Alokolum Seminary,school,POINT (32.2260714 2.7589569)
Anabel Nursery School,kindergarten,POINT (32.2404133 2.7668927)
Angaba Primary School,school,POINT (32.2860627 2.6526724)
East African Institute for Management Science,kindergarten,POINT (32.3072662 2.7673544)
Annabel Publc Nursery School,kindergarten,POINT (32.2835982 2.7686567)
Battel Primary School,school,POINT (32.235925 2.8089496)
Bestown Nursery School,kindergarten,POINT (32.3279009 2.7868154)
Bishop Angelo Negri College,school,POINT (32.2626475 2.7810089)
Bishop Angelo Negri Nursery and Primary School,school,POINT (32.2615465 2.7842215)
Bishop Luwum Theological Institute,school,POINT (32.2706836 2.7646111)
Bright Valley Nursery and Primary School,school,POINT (32.2859613 2.7693025)
Bright Valley School,school,POINT (32.2831664 2.7495102)
Brozy Nursery and Primary School,school,POINT (32.2960408 2.7652658)
Bwobo Manam Primary School,school,POINT (32.1857208 2.7512005)
Bwobo Tochi Primary School,school,POINT (32.2000796 2.751919)
Catechist Training Centre,school,POINT (32.266226 2.7714111)
Charity College,school,POINT (32.3026838 2.7591355)
Christ Revival Nursery School,kindergarten,POINT (32.304715 2.76686)
Christ The King Demonstration School,school,POINT (32.2592484 2.7689079)
Christian Church Primary School,school,POINT (32.2952453 2.7711454)
Christian Education Centre,school,POINT (32.2916385 2.7550706)
Counselling Centre,school,POINT (32.2337521 2.6803954)
Daniel Comboni Vocational Institute,school,POINT (32.2954205 2.7378925)
Demonstration Centre Vocational School,school,POINT (32.3068559 2.7680222)
Desity College,school,POINT (32.2841029 2.7612964)
El Shaddai Primary School,school,POINT (32.293182 2.783187)
Emmanuel Junior Primary School,school,POINT (32.3433856 2.7856795)
Favour Of God Primary School,school,POINT (32.30243 2.7630052)
Flora Primary School,school,POINT (32.3062567 2.7486092)
Froeben Nursery School,kindergarten,POINT (32.2878198 2.7787688)
Gate Way Nursery and Primary School,school,POINT (32.2926597 2.7738225)
God's Glory Nursery and Primary School,school,POINT (32.3155292 2.7639331)
Good Hope Nursery School,kindergarten,POINT (32.3162526 2.7552465)
Good Hope Nursery School,kindergarten,POINT (32.308732 2.7564247)
Good Samaritan Vocational School,school,POINT (32.3089083 2.7933607)
Good Shepherd Primary School,school,POINT (32.3017514 2.7634046)
Grace Christian Nursing School,school,POINT (32.3026803 2.768809)
Graceland Girls Secondary School,school,POINT (32.2681787 2.7497842)
Green Hill Nursery School,kindergarten,POINT (32.2902448 2.7641281)
Gulu Baptist Primary School,school,POINT (32.3047978 2.7448328)
Gulu Central Secondary School,school,POINT (32.2959221 2.7895279)
Gulu College,school,POINT (32.2956077 2.7676059)
Gulu College,school,POINT (32.3114197 2.7751585)
Gulu Community Vocational School,school,POINT (32.3143477 2.7001834)
Gulu High School,school,POINT (32.2774282 2.7655122)
Gulu Parents Comprehensive College,school,POINT (32.3217732 2.7673094)
Gulu Parents Secondary School,school,POINT (32.2962892 2.7816858)
Gulu Primary School,school,POINT (32.2732973 2.7642776)
Gulu Prison's Primary School,school,POINT (32.2896167 2.7683306)
Gulu Public Primary School,school,POINT (32.2955755 2.7681623)
Gulu Secondary School,school,POINT (32.2956931 2.7729639)
Gulu Vision School,school,POINT (32.296163 2.7646905)
Gulu War Affected Training Centre,school,POINT (32.2887884 2.777209)
Highland Primary School,school,POINT (32.3142612 2.7974571)
Hilder Nursery School,kindergarten,POINT (32.3085163 2.7668653)
Holy Rosary Primary School,school,POINT (32.3029915 2.7727351)
J&S Nursery/Daycare,kindergarten,POINT (32.2912326 2.7768525)
Jenny Day Care Nursery School,kindergarten,POINT (32.3421445 2.7736263)
Kasubi Army Primary School,school,POINT (32.2825918 2.7744488)
Kasubi Central Primary School,school,POINT (32.281204 2.7894092)
Kiie Kindergarten,kindergarten,POINT (32.3036204 2.7675241)
Kirombe Primary School,school,POINT (32.2823178 2.7608324)
Kochi Ongaka Secondary School,school,POINT (32.238646 2.6833286)
Kochi Ongako Primary School,school,POINT (32.2383198 2.6830306)
Kochkoo Primary School,school,POINT (32.2255555 2.6730159)
Kochkoo Technical School,school,POINT (32.2260524 2.6745971)
Kor Abili Primary School,school,POINT (32.3132962 2.6974574)
Koro P.7 Primary School,school,POINT (32.3119993 2.709073)
Kweyo Primary School,school,POINT (32.2569715 2.7297997)
Labourline Primary School,school,POINT (32.3009691 2.7680655)
Lacor Primary School,school,POINT (32.2225791 2.7751926)
Laliya Nursery School,kindergarten,POINT (32.2900952 2.8067655)
Laliya Primary School,school,POINT (32.2902124 2.8016621)
Lamin Lawino Primary School,school,POINT (32.264182 2.6482148)
Laroo Adra Primary School,school,POINT (32.2940854 2.7910027)
Laroo Boarding Primary School,school,POINT (32.3130347 2.7963689)
Laroo Ebenezer Nursery and Primary School,school,POINT (32.3146712 2.7810648)
Laroo Junior Nursery & Primary School,school,POINT (32.3094101 2.775977)
Layibi Central Primary School,school,POINT (32.3039374 2.7584845)
Layibi Green Primary School,school,POINT (32.3059427 2.7501533)
Layibi Parents Nursery School,kindergarten,POINT (32.2945103 2.7690047)
Layibi Primary School,school,POINT (32.2959217 2.7427912)
Layibi Tech Primary School,school,POINT (32.2906868 2.7498142)
Library,school,POINT (32.2959949 2.7738198)
Little Angel Nursery School,kindergarten,POINT (32.2914536 2.7903219)
Mama Cave Primary School,school,POINT (32.2732137 2.7673521)
Mary Hill Primary School,school,POINT (32.2343176 2.7676154)
Mary Immaculate Primary School,school,POINT (32.2636836 2.7680846)
Mother Angoletta Kindergarten,kindergarten,POINT (32.2604341 2.7652184)
Mother Anguleta Secondary School,school,POINT (32.2289313 2.7491841)
Mother Ludia Primary School,school,POINT (32.3000803 2.7862881)
Mother Thereza Nursery/Vocational School,school,POINT (32.3206927 2.7783357)
Mother Well Nursery School,kindergarten,POINT (32.3180527 2.7538815)
Nile Progressive Secondary School,school,POINT (32.3157553 2.7924842)
Northland High School,school,POINT (32.2845762 2.7648789)
Nsamizi Institute Centre,school,POINT (32.3167402 2.7563556)
Obiya West Primary School,school,POINT (32.2480601 2.7737537)
Ongako Learning Centre,school,POINT (32.2299315 2.6734119)
Otema Primary School,school,POINT (32.327545 2.6611611)
Paminano Primary School,school,POINT (32.2396955 2.8110725)
Pawel Primary School,school,POINT (32.3311664 2.7718862)
Pece Primary School,school,POINT (32.3133348 2.7723949)
Pece Primary School,school,POINT (32.3117035 2.7735378)
Pece Swamp View Primary School,school,POINT (32.3238728 2.7715191)
Restore Leadership Secondary School Academy,school,POINT (32.1998775 2.795679)
Restore Leadership Secondary School,school,POINT (32.2351768 2.7689713)
Rwot Acana Memorial College,school,POINT (32.2775387 2.758842)
Sacred Heart Lacor Seminary,school,POINT (32.2218417 2.7781879)
Saint Bakhita Nursery School,kindergarten,POINT (32.2672691 2.7653603)
Saint Joseph Primary School,school,POINT (32.2668014 2.7674326)
Saint Joseph Technical School,school,POINT (32.2669125 2.7661076)
Saint Joseph's College Layibi,school,POINT (32.2979237 2.7402889)
Saint Jude Primary School,school,POINT (32.2717241 2.7793832)
Saint Kizito Aywee Primary School,school,POINT (32.3162671 2.753424)
Saint Kizito Nursery School,kindergarten,POINT (32.2402425 2.751649)
Saint Luwum Vocational School,school,POINT (32.2779658 2.7640935)
Saint Mary's College Lacok Secondary,school,POINT (32.2242356 2.7736314)
Saint Mauritz Nursery School,kindergarten,POINT (32.3026342 2.797437)
Saint Mauritz Primary School,school,POINT (32.3017705 2.7977654)
Saint Monica Day Care Nursery School,kindergarten,POINT (32.2898474 2.7713487)
Saint Monica Girls' Vocational School,school,POINT (32.288125 2.7706484)
Saint Patrick Secondary School,school,POINT (32.3028687 2.7891724)
Saint Peter's Primary School,school,POINT (32.3200819 2.7900953)
Secondary School,school,POINT (32.2947235 2.769489)
Sacred Heart Secondary School,school,POINT (32.2611454 2.7674345)
Sky Nursery School,kindergarten,POINT (32.3145731 2.7538195)
Sos Helmut Kutin Kindergaten,kindergarten,POINT (32.3065354 2.7731964)
Sports Outreach Nursery School,kindergarten,POINT (32.2987447 2.6983497)
Star Light Nursery School,kindergarten,POINT (32.2944258 2.783154)
Tailoring Institution,school,POINT (32.3100072 2.7231246)
Techo Nursery School,kindergarten,POINT (32.2900676 2.7493069)
Teekibu Primary School,school,POINT (32.1912398 2.8020568)
Tera Renangance Vocational School,school,POINT (32.2838934 2.7757276)
Tong Wiri Primary School,school,POINT (32.2323387 2.6415387)
Trinity College,school,POINT (32.2898794 2.7833746)
Unity Vocational School,school,POINT (32.304077 2.7677995)
Universal Standard Technical School,school,POINT (32.2936346 2.7939564)
Victoria Nursery School,kindergarten,POINT (32.2471864 2.7643877)
Victory Nursery and Primary School,school,POINT (32.293082 2.7617445)
Vienna Junior Nurseru & Primary School,school,POINT (32.3162028 2.773756)
Voice Of Hope Nursery School,kindergarten,POINT (32.2915304 2.7943284)
Wang Keyo Primary School,school,POINT (32.3079726 2.7764014)
Wapwoyo Nursery School,kindergarten,POINT (32.3207839 2.8053592)
Watoto Wazuri Nursery School,kindergarten,POINT (32.2726609 2.7616522)
Wii Aworanga Primary School,school,POINT (32.260236 2.7623213)
Abanga Nursery and Primary School,school,POINT (31.3965532 1.6108188)
